text,label
"ICS has been shown to downregulate key virus-related genes in patients with asthma and COPD, including key SARS-CoV-2 genes. These include ACE2 and TMPRSS2 in asthma patients as well as ACE2 and ADAM17 in COPD patients [<|multi_cit|>]. [SEP] NO EVIDENCE",IRRELEVANT
"SARS-CoV-2 receptors are elevated in situations of COPD, as well as diabetes and male gender [<|multi_cit|>] [SEP] Among patients with asthma, male sex, African American race, and history of diabetes mellitus were associated with higher expression of ACE2 and TMPRSS2. Second, for the corticosteroid results reported here, the data were not generated in a randomized, prospective, or placebo-controlled study. Third, it is not confirmed that mRNA expression reflects protein levels, which need to be validated.",NOT_ACCURATE
"ICS therapies in COPD reduce expression of the ACE2 (Angiotensin Converting Enzyme 2) receptor, which is highly expressed in the upper respiratory tract of humans as the point of entry for SARS-CoV-2 [<|multi_cit|>]. [SEP] Use of inhaled corticosteroids (ICS) was associated with lower expression of ACE2 and TMPRSS2, but treatment with triamcinolone acetonide did not decrease expression of either gene. The S (spike) protein of SARS- CoV-2 binds the ACE1 (angiotensin converting enzyme 2) receptor to mediate virus attachment to host cell membranes, and virus cell entry also depends on S protein priming by host cell proteases, including TMPRSS2 (transmembrane protease, serine 2) (2, 3). First, regarding studies of gene expression in induced sputum, this biospecimen comprises a mix of multiple cell types, including structural airway cells (e.g., epithelial cells and squamous cells) and multiple immune cells (e.g., macrophages and granulocytes).",ACCURATE
"The two polymorphisms rs112132031 and rs75603675 identified in 10.67 and 4.85% of our cohort, respectively, may be relevant for COVID-19 Cytokine Release syndrome and conjunctival infection according to earlier reports (<|cit|>). [SEP] NO EVIDENCE",IRRELEVANT
"This single-stranded RNA virus belongs to the Coronaviridae family of the genus Betacoronavirus [<|other_cit|>]. It has round or elliptic forms, with a diameter of approximately 60–140 nm [<|other_cit|>] and shares the same life cycle as SARS-CoV-1. It binds specifically to the angiotensin converting enzyme (ACE)-2 and the transmembrane serine protease-2 of the host cell [<|multi_cit|>] [SEP] In this regard, the mechanism of SARS-CoV-2 infection is relevant. The S (spike) protein of SARS- CoV-2 binds the ACE1 (angiotensin converting enzyme 2) receptor to mediate virus attachment to host cell membranes, and virus cell entry also depends on S protein priming by host cell proteases, including TMPRSS2 (transmembrane protease, serine 2) (2, 3).",IRRELEVANT
"An interesting paper by Peters et al. on COVID-19 related gene expression in the sputum in asthmatic patients discusses these points of view (<|cit|>). Patients of Black ethnicities seem to have an increased expression of ACE  in sputum cells, along with male gender and diabetic pati [SEP] Among patients with asthma, male sex, African American race, and history of diabetes mellitus were associated with higher expression of ACE2 and TMPRSS2. COVID-19–related Genes in Sputum Cells in Asthma. Relationship to Demographic Features and Corticosteroids",ACCURATE
"In patients with asthma, ICS use exhibited a dose-dependent association with reduced expressions of ACE2 and TMPRSS2 [<|cit|>]. [SEP] We considered the possibility of confounding by disease severity in these analyses and asthma severity factors such as FEV1, Asthma Control Test scores, and asthma exacerbation history were included as covariates in the analysis model for this reason. Using this analysis approach, ACE2 and TMPRSS2 expression levels were significantly lower in patients with asthma taking ICS than in those not taking ICS, especially in those taking higher doses of ICS (Figure 4A and Tables E1 and E2).",ACCURATE
"ICS use might prevent SARS-CoV-2 infection or severe manifestation of COVID-19 [<|multi_cit|>, [SEP] The lower expression of ACE2 and TMPRSS2 with ICS use warrants prospective study of ICS use as a predictor of decreased susceptibility to SARS-CoV-2 infection and decreased COVID-19 morbidity.",ACCURATE
"The TMRPSS2 expression in sputum was found to be no different in asthma patients as compared to healthy patients, yet was still increased in adult men as compared to adult women [<|cit|>]. [SEP] Among patients with asthma, male sex, African American race, and history of diabetes mellitus were associated with higher expression of ACE2 and TMPRSS2. Measurements and Main Results: Gene expression of ACE2 was lower than TMPRSS2, and expression levels of both genes were similar in asthma and health.",NOT_ACCURATE
"the elegant study by Peters and colleagues (pp. 83–90) provides important insights in the complex interplay between asthma, ICS, SARS-CoV-2 infection and COVID-19 (<|cit|>) [SEP] Conclusions: Higher expression of ACE2 and TMPRSS2 in males, African Americans, and patients with diabetes mellitus provides rationale for monitoring these asthma subgroups for poor COVID-19 outcomes. The lower expression of ACE2 and TMPRSS2 with ICS use warrants prospective study of ICS use as a predictor of decreased susceptibility to SARS-CoV-2 infection and decreased COVID-19 morbidity. Use of inhaled corticosteroids (ICS) was associated with lower expression of ACE2 and TMPRSS2, but treatment with triamcinolone acetonide did not decrease expression of either gene.",ACCURATE
"asthma would not seem a risk factor for COVID-19 either in childhood or in adulthood (<|multi_cit|>, [SEP] Measurements and Main Results: Gene expression of ACE2 was lower than TMPRSS2, and expression levels of both genes were similar in asthma and health.",ACCURATE
"A delay or a deficiency of innate antiviral responses, like interferons, which is reported in individuals with uncontrolled asthma, has been noted to be a risk factor for a more severe course of COVID-19 disease [<|multi_cit|>]. [SEP] NO EVIDENCE",IRRELEVANT
"allergic asthmatic patients have reduced expression of ACE2 in respiratory epithelial cells [<|other_cit|>]. This can be attributed to the TH2 inflammatory pathway and asthmatic medications (ICS alone or with bronchodilators) which inhibit viral replication [<|multi_cit|>]. [SEP] Use of inhaled corticosteroids (ICS) was associated with lower expression of ACE2 and TMPRSS2, but treatment with triamcinolone acetonide did not decrease expression of either gene. The lower expression of ACE2 and TMPRSS2 with ICS use warrants prospective study of ICS use as a predictor of decreased susceptibility to SARS-CoV-2 infection and decreased COVID-19 morbidity.",NOT_ACCURATE
"Prior data indicated that ACE2 expression is upregulated in certain group of asthma patients such as men, African Americans, diabetes, and those who are on prolonged use of corticosteroids (<|cit|>). [SEP] Use of inhaled corticosteroids (ICS) was associated with lower expression of ACE2 and TMPRSS2, but treatment with triamcinolone acetonide did not decrease expression of either gene. COVID-19–related Genes in Sputum Cells in Asthma. Relationship to Demographic Features and Corticosteroids",NOT_ACCURATE
"Reduced expression of angiotensin-converting enzyme 2 (ACE2), identified as one of the key receptors for viral cellular entry, <|cit|>  has been observed in asthmatics. [SEP] Measurements and Main Results: Gene expression of ACE2 was lower than TMPRSS2, and expression levels of both genes were similar in asthma and health.",NOT_ACCURATE
"Peters et al. [<|cit|>] and Aliee et al. [<|other_cit|>] also observed the decrease in ACE2 after ICS administration [SEP] Use of inhaled corticosteroids (ICS) was associated with lower expression of ACE2 and TMPRSS2, but treatment with triamcinolone acetonide did not decrease expression of either gene.",ACCURATE
"Measures included sociodemographics, potential COVID-19 exposures (e.g., injection and non-injection drug use, sharing injection equipment, incarceration, sex work), vulnerabilities (e.g., homelessness, cross-border, mobility, food insecurity [<|multi_cit|>] [SEP] NO EVIDENCE",IRRELEVANT
"prioritized access to vaccinations needs to be ensured for PWUD [<|other_cit|>], who have intersecting social and health vulnerabilities that may elevate the risk for the infection, complications and mortality due to COVID-19 [<|multi_cit|>]. [SEP] These findings identify individuals with SUD, especially individuals with OUD and African Americans, as having increased risk for COVID-19 and its adverse outcomes, highlighting the need to screen and treat individuals with SUD as part of the strategy to control the pandemic while ensuring no disparities in access to healthcare support.",ACCURATE
"PWUDs have been disproportionately affected by this change in healthcare system, not only due to a 10-fold increased risk of acquiring COVID-19 [<|cit|>] [SEP] Patients with a recent diagnosis of SUD (within past year) were at significantly increased risk for COVID-19 (adjusted odds ratio or AOR = 8.699 [8.411–8.997], P < 10−30), an effect that was strongest for individuals with OUD (AOR = 10.244 [9.107–11.524], P < 10−30), followed by individuals with tobacco use disorder (TUD) (AOR = 8.222 ([7.925–8.530], P < 10−30).",NOT_ACCURATE
"Opioid overdoses have increased during the coronavirus disease 2019 (COVID-19) pandemic.<|other_cit|> Potential contributors include treatment center closures, physical isolation preventing bystander rescue, mental health stressors, financial instability, and changes to drug supply networks.<|cit|> [SEP] NO EVIDENCE",IRRELEVANT
"The use of alcohol, tobacco, and other drugs has been identified as a risk factor for infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the virus responsible for the COVID-19 pandemic [<|multi_cit|>]. [SEP] The outcome measures were COVID-19 diagnosis, rates of death, and hospitalization. The specific types of SUD examined included alcohol use disorder (AUD), OUD, tobacco use disorder (TUD), cannabis use disorder (CUD), and cocaine use disorder (Cocaine-UD). These discrepancies are likely to be caused by the failure of the health system to adequately screen for and accurately diagnose SUDs, which could have significantly under-estimated the risk of patients with SUD for COVID-19 illness and adverse outcomes. The analyses showed that a recent diagnosis of SUD significantly increased the risk of COVID-19 that was highest for recent diagnosis of OUD followed by TUD, AUD and Cocaine-UD, and lowest for CUD.",ACCURATE
